drug_index,canonical_smiles,mcf7_sig_id,mcf7_pert_dose,mcf7_max_dose_averaged_sig_id,view_tx_mcf7,npc_sig_id,npc_pert_dose,npc_max_dose_averaged_sig_id,view_tx_npc,hela_sig_id,hela_pert_dose,hela_max_dose_averaged_sig_id,view_tx_hela,hec108_sig_id,hec108_pert_dose,hec108_max_dose_averaged_sig_id,view_tx_hec108,thp1_sig_id,thp1_pert_dose,thp1_max_dose_averaged_sig_id,view_tx_thp1,ha1e_sig_id,ha1e_pert_dose,ha1e_max_dose_averaged_sig_id,view_tx_ha1e,ht29_sig_id,ht29_pert_dose,ht29_max_dose_averaged_sig_id,view_tx_ht29,hepg2_sig_id,hepg2_pert_dose,hepg2_max_dose_averaged_sig_id,view_tx_hepg2,a549_sig_id,a549_pert_dose,a549_max_dose_averaged_sig_id,view_tx_a549,hcc515_sig_id,hcc515_pert_dose,hcc515_max_dose_averaged_sig_id,view_tx_hcc515,yapc_sig_id,yapc_pert_dose,yapc_max_dose_averaged_sig_id,view_tx_yapc,pc3_sig_id,pc3_pert_dose,pc3_max_dose_averaged_sig_id,view_tx_pc3,vcap_sig_id,vcap_pert_dose,vcap_max_dose_averaged_sig_id,view_tx_vcap,a375_sig_id,a375_pert_dose,a375_max_dose_averaged_sig_id,view_tx_a375,asc_sig_id,asc_pert_dose,asc_max_dose_averaged_sig_id,view_tx_asc,huvec_sig_id,huvec_pert_dose,huvec_max_dose_averaged_sig_id,view_tx_huvec,pert_id,cmap_name,inchi_key,cv_dose,cv_moa,cv_sig_id,cv_target,disease.area,indication,phase,view_cv,node_id,node_name,primekg_ddi,view_kg,tx_target,tx_moa,drugbank_ddi,twosides_ddi,onsides_ddi
392,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,['PBIOA018_MCF7_24H:I19'],10.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1_MCF7_10.0,1,['CPC016_NPC_24H:BRD-A22783572-065-01-3:10'],10.0,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(C(=O)OC)C5(CC)C=CCN6CCC43C65)C2)C1_NPC_10.0,1,,,,0,,,,0,,,,0,['PBIOA018_HA1E_24H:I19'],10.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1_HA1E_10.0,1,['PBIOA018_HT29_24H:I19'],10.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1_HT29_10.0,1,['CVD001_HEPG2_24H:BRD-K01188359-065-10-8:10'],10.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1_HEPG2_10.0,1,['PBIOA018_A549_24H:I20'],3.33333,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1_A549_3.33333,1,['PBIOA018_HCC515_24H:I19'],10.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1_HCC515_10.0,1,,,,0,['PBIOA018_PC3_24H:I19'],10.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1_PC3_10.0,1,['CPC003_VCAP_24H:BRD-A55594068-065-03-1:10'],10.0,CC[C@]1(O)CC2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1_VCAP_10.0,1,['PBIOA018_A375_24H:I19'],10.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1_A375_10.0,1,['CPC016_ASC_24H:BRD-A22783572-065-01-3:10'],10.0,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(C(=O)OC)C5(CC)C=CCN6CCC43C65)C2)C1_ASC_10.0,1,,,,0,"{'BRD-K01188359', 'BRD-A22783572', 'BRD-K06519765', 'BRD-A55594068', 'BRD-A85648045'}",{'vinblastine'},"{'JXLYSJRDGCGARV-UHFFFAOYSA-N', 'SLIRURSWQCRWFG-UHFFFAOYSA-N', 'JXLYSJRDGCGARV-CFWMRBGOSA-N', 'JXLYSJRDGCGARV-CUGARIAGSA-N'}",2.5,"microtubule inhibitor, tubulin polymerization inhibitor",BRD-K06519765-001-01-1::2.5::MTS004,"JUN, TUBA1A, TUBB, TUBD1, TUBE1, TUBG1","hematologic malignancy, infectious disease, oncology","Hodgkin's lymphoma, true histiocytic lymphoma (THL), mycosis, small lymphocytic lymphoma (SLL), testicular carcinoma, Kaposi sarcoma",Launched,1,DB00570,Vinblastine,1,1,{'TUBB'},"{'Tubulin inhibitor', 'Microtubule inhibitor'}",1,1,0
393,CC(C)NCC(O)COc1cccc2ccccc12,['REP.B005_MCF7_24H:L01'],2.30769,CC(C)NCC(O)COc1cccc2ccccc12_MCF7_2.30769,1,,,,0,['REP.A005_HELA_24H:L01'],10.0,CC(C)NCC(O)COc1cccc2ccccc12_HELA_10.0,1,,,,0,,,,0,['REP.A005_HA1E_24H:L01'],10.0,CC(C)NCC(O)COc1cccc2ccccc12_HA1E_10.0,1,,,,0,,,,0,['REP.B005_A549_24H:L01'],2.30769,CC(C)NCC(O)COc1cccc2ccccc12_A549_2.30769,1,,,,0,['REP.B005_YAPC_24H:L02'],0.769231,CC(C)NCC(O)COc1cccc2ccccc12_YAPC_0.769231,1,"['CPC009_PC3_24H:BRD-A10070317-003-25-9:10', 'REP.A005_PC3_24H:L01']",10.0,CC(C)NCC(O)COc1cccc2ccccc12_PC3_10.0,1,,,,0,['REP.A005_A375_24H:L01'],10.0,CC(C)NCC(O)COc1cccc2ccccc12_A375_10.0,1,,,,0,,,,0,{'BRD-A10070317'},{'propranolol'},{'AQHHHDLHHXJYJD-UHFFFAOYSA-N'},2.5,adrenergic receptor antagonist,BRD-A10070317-003-28-3::2.5::HTS,,"cardiology, neurology/psychiatry","hypertension, angina pectoris, migraine headache",Launched,1,DB00571,Propranolol,1,1,"{'ADRB2', 'ADRB3'}",{'Adrenergic receptor antagonist'},1,1,0
394,CCNC(C)Cc1cccc(C(F)(F)F)c1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,0,DB00574,Fenfluramine,1,1,,,1,1,0
395,Clc1cccc(Cl)c1N=C1NCCN1,"['CPC006_MCF7_24H:E15', 'CPC011_MCF7_24H:BRD-K98530306-003-12-6:10', 'CPC018_MCF7_24H:BRD-K98530306-003-06-8:10', 'REP.A025_MCF7_24H:B19']",10.0,Clc1cccc(Cl)c1N=C1NCCN1_MCF7_10.0,1,"['NMH002_FIBRNPC_24H:BRD-K98530306-003-13-4:10', 'NMH002_NPC_24H:BRD-K98530306-003-13-4:10']",10.0,Clc1cccc(Cl)c1N=C1NCCN1_NPC_10.0,1,['REP.A025_HELA_24H:B19'],10.0,Clc1cccc(Cl)c1N=C1NCCN1_HELA_10.0,1,,,,0,['REP.A025_THP1_24H:B19'],10.0,Clc1cccc(Cl)c1N=C1NCCN1_THP1_10.0,1,"['CPC004_HA1E_24H:BRD-K98530306-003-07-6:10', 'CPC006_HA1E_24H:E15', 'REP.A025_HA1E_24H:B19']",10.0,Clc1cccc(Cl)c1N=C1NCCN1_HA1E_10.0,1,['CPC006_HT29_24H:BRD-K98530306-003-07-6:10'],10.0,Clc1cccc(Cl)c1N=C1NCCN1_HT29_10.0,1,,,,0,"['CPC006_A549_24H:BRD-K98530306-003-07-6:10', 'CPC011_A549_24H:BRD-K98530306-003-12-6:10']",10.0,Clc1cccc(Cl)c1N=C1NCCN1_A549_10.0,1,"['CPC004_HCC515_24H:BRD-K98530306-003-07-6:10', 'CPC006_HCC515_24H:E15']",10.0,Clc1cccc(Cl)c1N=C1NCCN1_HCC515_10.0,1,['REP.A025_YAPC_24H:B19'],10.0,Clc1cccc(Cl)c1N=C1NCCN1_YAPC_10.0,1,"['CPC004_PC3_24H:BRD-K98530306-003-07-6:10', 'CPC006_PC3_24H:E15', 'CPC011_PC3_24H:BRD-K98530306-003-12-6:10', 'REP.A025_PC3_24H:B19']",10.0,Clc1cccc(Cl)c1N=C1NCCN1_PC3_10.0,1,"['CPC004_VCAP_24H:C17', 'CPC006_VCAP_24H:BRD-K98530306-003-07-6:10', 'CPC011_VCAP_24H:BRD-K98530306-003-12-6:10']",10.0,Clc1cccc(Cl)c1N=C1NCCN1_VCAP_10.0,1,"['CPC006_A375_24H:BRD-K98530306-003-07-6:10', 'REP.A025_A375_24H:B19']",10.0,Clc1cccc(Cl)c1N=C1NCCN1_A375_10.0,1,['CPC018_ASC_24H:BRD-K98530306-003-06-8:10'],10.0,Clc1cccc(Cl)c1N=C1NCCN1_ASC_10.0,1,,,,0,{'BRD-K98530306'},{'clonidine'},{'GJSURZIOUXUGAL-UHFFFAOYSA-N'},2.5,adrenergic receptor agonist,BRD-K98530306-003-18-3::2.5::HTS,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C","cardiology, neurology/psychiatry","hypertension, attention-deficit/hyperactivity disorder (ADHD)",Launched,1,DB00575,Clonidine,1,1,"{'ADRA2A', 'ADRA2C', 'ADRA2B'}",{'Adrenergic receptor agonist'},1,1,0
396,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,['CPD002_MCF7_24H:BRD-K46435977-003-06-1:10'],10.0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC011_A549_24H:BRD-K46435977-003-08-7:10'],10.0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21_A549_10.0,1,,,,0,,,,0,"['CPC011_PC3_24H:BRD-K46435977-003-08-7:10', 'CPD002_PC3_24H:BRD-K46435977-003-06-1:10']",10.0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21_PC3_10.0,1,['CPC011_VCAP_24H:BRD-K46435977-003-08-7:10'],10.0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21_VCAP_10.0,1,,,,0,,,,0,,,,0,{'BRD-K46435977'},{'valaciclovir'},{'HDOVUKNUBWVHOX-QMMMGPOBSA-N'},2.5,DNA polymerase inhibitor,BRD-K46435977-003-11-1::2.5::HTS,,infectious disease,"shingles, virus herpes simplex (HSV)",Launched,1,DB00577,Valaciclovir,1,1,,,1,1,0
397,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,['CPC006_MCF7_24H:H02'],177.6,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_MCF7_177.6,1,,,,0,['REP.A010_HELA_24H:F14'],3.33333,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_HELA_3.33333,1,,,,0,['REP.A010_THP1_24H:F13'],10.0,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_THP1_10.0,1,['REP.B010_HA1E_24H:F13'],2.30769,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_HA1E_2.30769,1,['CPC006_HT29_24H:BRD-K12994359-001-07-7:177.6'],177.6,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_HT29_177.6,1,,,,0,['CPC006_A549_24H:BRD-K12994359-001-07-7:177.6'],177.6,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_A549_177.6,1,['CPC006_HCC515_24H:H02'],177.6,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_HCC515_177.6,1,['REP.A010_YAPC_24H:F14'],3.33333,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_YAPC_3.33333,1,['CPC006_PC3_24H:H02'],177.6,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_PC3_177.6,1,['CPC006_VCAP_24H:BRD-K12994359-001-07-7:177.6'],177.6,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_VCAP_177.6,1,['CPC006_A375_24H:BRD-K12994359-001-07-7:177.6'],177.6,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1_A375_177.6,1,,,,0,,,,0,{'BRD-K12994359'},{'valdecoxib'},{'LNPDTQAFDNKSHK-UHFFFAOYSA-N'},2.5,cyclooxygenase inhibitor,BRD-K12994359-001-18-4::2.5::HTS,"CA12, PTGS2",,,Withdrawn,1,DB00580,Valdecoxib,1,1,{'PTGS2'},{'Cyclooxygenase inhibitor'},1,1,0
398,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,{'BRD-K77258318'},{'lactulose'},set(),2.5,laxative,BRD-K77258318-001-04-6::2.5::HTS,,gastroenterology,portal-systemic encephalopathy (PSE),Launched,1,DB00581,Lactulose,1,1,,,1,1,0
399,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"['CPD002_MCF7_24H:BRD-K06557128-001-02-1:10', 'REP.A011_MCF7_24H:J07']",10.0,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F_MCF7_10.0,1,,,,0,['REP.A011_HELA_24H:J08'],3.33333,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F_HELA_3.33333,1,,,,0,['REP.A011_THP1_24H:J07'],10.0,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F_THP1_10.0,1,['REP.B011_HA1E_24H:J07'],2.30769,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F_HA1E_2.30769,1,['REP.B011_HT29_24H:J10'],0.0854701,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F_HT29_0.0854701,1,,,,0,['CPC011_A549_24H:BRD-K06557128-001-03-9:10'],10.0,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F_A549_10.0,1,,,,0,['REP.A011_YAPC_24H:J07'],10.0,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F_YAPC_10.0,1,"['CPC011_PC3_24H:BRD-K06557128-001-03-9:10', 'CPD002_PC3_24H:BRD-K06557128-001-02-1:10']",10.0,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F_PC3_10.0,1,['CPC011_VCAP_24H:BRD-K06557128-001-03-9:10'],10.0,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F_VCAP_10.0,1,['REP.B011_A375_24H:J07'],2.30769,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F_A375_2.30769,1,,,,0,,,,0,"{'BRD-K46212057', 'BRD-K06557128'}",{'voriconazole'},"{'BCEHBSKCWLPMDN-MGPLVRAMSA-N', 'BCEHBSKCWLPMDN-QFYYESIMSA-N'}",2.5,cytochrome P450 inhibitor,BRD-K06557128-001-07-0::2.5::HTS,"CYP2C19, CYP2C9, CYP3A4, CYP3A5, PTGS1",infectious disease,"esophageal candidiasis, aspergillosis, skin infections",Launched,1,DB00582,Voriconazole,1,1,"{'CYP3A4', 'CYP2C19', 'PTGS1', 'CYP3A5', 'CYP2C9'}",{'Cytochrome P450 inhibitor'},1,1,0
400,C[N+](C)(C)C[C@H](O)CC(=O)[O-],,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,0,DB00583,Levocarnitine,1,1,,,1,1,0
401,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,"['CPC011_MCF7_24H:BRD-K73589491-001-09-6:10', 'CPC015_MCF7_24H:BRD-K73589491-001-05-4:10', 'CPC018_MCF7_24H:BRD-K46652470-001-02-6:10', 'CPD003_MCF7_24H:I04']",10.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1_MCF7_10.0,1,['CPC015_NPC_24H:BRD-K73589491-001-05-4:10'],10.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1_NPC_10.0,1,,,,0,,,,0,,,,0,['CPC003_HA1E_24H:BRD-K73589491-001-05-4:10'],10.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1_HA1E_10.0,1,,,,0,,,,0,['CPC011_A549_24H:BRD-K73589491-001-09-6:10'],10.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1_A549_10.0,1,"['CPC003_HCC515_24H:BRD-K46652470-001-02-6:10', 'CPC003_HCC515_24H:BRD-K73589491-001-05-4:10']",10.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1_HCC515_10.0,1,,,,0,"['CPC003_PC3_24H:BRD-K46652470-001-02-6:10', 'CPC003_PC3_24H:BRD-K73589491-001-05-4:10', 'CPC011_PC3_24H:BRD-K73589491-001-09-6:10', 'CPD003_PC3_24H:BRD-K92193792-001-02-5:10']",10.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1_PC3_10.0,1,"['CPC003_VCAP_24H:BRD-K73589491-001-05-4:10', 'CPC011_VCAP_24H:BRD-K73589491-001-09-6:10']",10.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1_VCAP_10.0,1,,,,0,,,,0,,,,0,"{'BRD-K92193792', 'BRD-K73589491', 'BRD-K46652470'}",{'nizatidine'},"{'SGXXNSQHWDMGGP-UHFFFAOYSA-N', 'SGXXNSQHWDMGGP-IZZDOVSWSA-N', 'SGXXNSQHWDMGGP-WDZFZDKYSA-N'}",2.5,histamine receptor antagonist,BRD-K73589491-001-11-2::2.5::HTS,HRH2,gastroenterology,"duodenal ulcer disease, erosive esophagitis (EE), ulcerative esophagitis (UE), gastroesophageal reflux disease (GERD)",Launched,1,DB00585,Nizatidine,1,1,{'HRH2'},{'Histamine receptor antagonist'},1,1,0
402,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,"['CPC017_MCF7_24H:BRD-K08252256-236-17-1:10', 'CPD002_MCF7_24H:BRD-K08252256-236-23-9:10']",10.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl_MCF7_10.0,1,"['CPC017_NPC_24H:BRD-K08252256-236-17-1:10', 'NMH002_FIBRNPC_24H:BRD-K08252256-236-26-2:10', 'NMH002_NPC_24H:BRD-K08252256-236-26-2:10']",10.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl_NPC_10.0,1,['REP.A005_HELA_24H:C07'],10.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl_HELA_10.0,1,,,,0,,,,0,"['CPC004_HA1E_24H:BRD-K08252256-236-17-1:10', 'REP.A005_HA1E_24H:C07']",10.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl_HA1E_10.0,1,,,,0,,,,0,"['CPC011_A549_24H:BRD-K08252256-236-25-4:10', 'CPC017_A549_24H:BRD-K08252256-236-17-1:10']",10.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl_A549_10.0,1,['CPC004_HCC515_24H:BRD-K08252256-236-17-1:10'],10.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl_HCC515_10.0,1,['REP.B005_YAPC_24H:C07'],2.30769,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl_YAPC_2.30769,1,"['CPC004_PC3_24H:BRD-K08252256-236-17-1:10', 'CPC011_PC3_24H:BRD-K08252256-236-25-4:10', 'CPD002_PC3_24H:BRD-K08252256-236-23-9:10', 'REP.A005_PC3_24H:C07']",10.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl_PC3_10.0,1,"['CPC004_VCAP_24H:E19', 'CPC011_VCAP_24H:BRD-K08252256-236-25-4:10']",10.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl_VCAP_10.0,1,['REP.A005_A375_24H:C07'],10.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl_A375_10.0,1,,,,0,,,,0,{'BRD-K08252256'},{'diclofenac'},{'DCOPUUMXTXDBNB-UHFFFAOYSA-N'},2.5,cyclooxygenase inhibitor,BRD-K08252256-236-33-8::2.5::HTS,"AKR1C3, ALOX5, ASIC1, ASIC3, KCNQ2, KCNQ3, PLA2G2A, PPARG, PTGS1, PTGS2, SCN4A","rheumatology, neurology/psychiatry","rheumatoid arthritis, osteoarthritis, migraine headache",Launched,1,DB00586,Diclofenac,1,1,"{'PTGS2', 'PTGS1'}",{'Cyclooxygenase inhibitor'},1,1,0
403,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,"['CPC020_MCF7_24H:BRD-A13188892-001-02-2:10', 'CPD003_MCF7_24H:K17']",10.0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC_MCF7_10.0,1,,,,0,['REP.A010_HELA_24H:H07'],10.0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC_HELA_10.0,1,,,,0,['REP.A010_THP1_24H:H07'],10.0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC_THP1_10.0,1,['REP.B010_HA1E_24H:H07'],2.30769,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC_HA1E_2.30769,1,['REP.B010_HT29_24H:H07'],2.30769,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC_HT29_2.30769,1,,,,0,['REP.A010_A549_24H:H07'],10.0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC_A549_10.0,1,,,,0,['REP.B010_YAPC_24H:H07'],2.30769,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC_YAPC_2.30769,1,"['CPC020_PC3_24H:BRD-A13188892-001-02-2:10', 'CPD003_PC3_24H:BRD-A13188892-066-16-5:10']",10.0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC_PC3_10.0,1,['CPC020_VCAP_24H:BRD-A13188892-001-02-2:10'],10.0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC_VCAP_10.0,1,['REP.B010_A375_24H:H07'],2.30769,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC_A375_2.30769,1,,,,0,,,,0,{'BRD-A13188892'},{'doxazosin'},{'RUZYUOTYCVRMRZ-UHFFFAOYSA-N'},2.5,adrenergic receptor antagonist,BRD-A13188892-066-21-5::2.5::HTS,"ADRA1A, ADRA1B, ADRA1D, KCNH2, KCNH6, KCNH7","urology, cardiology","benign prostatic hyperplasia (BPH), hypertension",Launched,1,DB00590,Doxazosin,1,1,"{'ADRA1D', 'ADRA1A', 'ADRA1B'}",{'Adrenergic receptor antagonist'},1,1,0
404,CCC1(C)CC(=O)NC1=O,['CPD001_MCF7_24H:BRD-A99633051-001-06-2:10'],10.0,CCC1(C)CC(=O)NC1=O_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPD001_PC3_24H:BRD-A99633051-001-06-2:10'],10.0,CCC1(C)CC(=O)NC1=O_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-A99633051'},{'ethosuximide'},{'HAPOVYFOVVWLRS-UHFFFAOYSA-N'},2.5,succinimide antiepileptic,BRD-A99633051-001-07-0::2.5::HTS,"CACNA1G, CACNA1H, CACNA1I",neurology/psychiatry,epilepsy,Launched,1,DB00593,Ethosuximide,1,1,{'CACNA1G'},{'Succinimide antiepileptic'},1,1,0
405,CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,['CPD001_MCF7_24H:BRD-A22740840-335-04-0:10'],10.0,CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPD001_PC3_24H:BRD-A22740840-335-04-0:10'],10.0,CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-A22740840'},{'oxytetracycline'},{'TUEWQXNXQFRUTK-NWGWHKHOSA-N'},,,,,,,,0,DB00595,Oxytetracycline,1,1,,,1,1,0
